   6.90000010       2.28495728E-41  0.173690215      -3.43597384E+10  -2.01097605E+26
   7.00000000       1.86793085E-41  0.173690215      -3.43597384E+10   8.66735084E-25
   7.09999990       2.61019865E-41  0.173690215      -3.43597384E+10   2.58433041E+15
   7.20000029       2.46082023E-41  0.173690215      -3.43597384E+10   8.97521071E-25
   7.30000019       2.99877871E-41  0.173690215      -3.43597384E+10   7.88710799E-14
   7.40000010       4.56991455E-41  0.173690215      -3.43597384E+10  -5.62642268E+13
   7.50000000       3.73600184E-41  0.173690215      -3.43597384E+10   1.27548916E-10
   7.59999990       5.22039730E-41  0.173690215      -3.43597384E+10  -9.65108349E-09
   7.70000029       4.92164047E-41  0.173690215      -3.43597384E+10   1.36214387E-10
   7.80000019       5.99769756E-41  0.173690215      -3.43597384E+10   9.75832809E+11
   7.90000010       9.13996923E-41  0.173690215      -3.43597384E+10  -4.35921178E-12
   8.00000000       7.47200367E-41  0.173690215      -3.43597384E+10   2.74689038E+18
   8.10000038       8.08787435E-41  0.173690215      -3.43597384E+10   42.3208351    
   8.19999981       1.04407946E-40  0.173690215      -3.43597384E+10   1.50236706E+22
   8.30000019       1.28646206E-40  0.173690215      -3.43597384E+10   9.72468159E-14
   8.40000057       9.84328093E-41  0.173690215      -3.43597384E+10   3.09016506E+18
   8.50000000       1.28646206E-40  0.173690215      -3.43597384E+10   1.37288514E-26
   8.60000038       1.19953951E-40  0.173690215      -3.43597384E+10  -1.37672892E-15
   8.69999981       1.54197482E-40  0.173690215      -3.43597384E+10  -4.18801075E+09
   8.80000019       1.82799385E-40  0.173690215      -3.43597384E+10   3.14464298E+15
   8.90000057       1.53302052E-40  0.173690215      -3.43597384E+10  -8.37209739E-28
   9.00000000       1.49440073E-40  0.173690215      -3.43597384E+10  -1.08011523E-02
   9.10000038       1.61757487E-40  0.173690215      -3.43597384E+10  -2.47519926E-36
   9.19999981       2.08817293E-40  0.173690215      -3.43597384E+10  -309693.250    
   9.30000019       2.57293812E-40  0.173690215      -3.43597384E+10   1.56303072E+12
   9.40000057       1.96865619E-40  0.173690215      -3.43597384E+10  -1.31272729E-02
   9.50000000       2.57293812E-40  0.173690215      -3.43597384E+10   3.19584142E-14
   9.60000038       2.39909304E-40  0.173690215      -3.43597384E+10   295310656.    
   9.69999981       3.08396365E-40  0.173690215      -3.43597384E+10  -2.57550729E-20
   9.80000019       3.65598769E-40  0.173690215      -3.43597384E+10  -1.33589220E-08
   9.90000057       3.06605505E-40  0.173690215      -3.43597384E+10   1.19108158E-16
